review_id,industry,org,aspect,sentiment
R000044,Banking,Northeast Bank,reviews,neutral
R000045,Banking,Vanter Financial,speed,positive
R000046,Fashion,Marbrook,attitude-of-staff,positive
R000047,Price Comparison,CompareHive,app-website,positive
R000048,Ride Hailing,Swiftly Rides,app-website,positive
R000049,Groceries,Larkmead Market,app-website,negative
R000050,Trading,Investa,discounts-promotions,negative
R000051,Streaming,Streamly,reviews,negative
R000052,Consulting,Alderline Advisory,general-satisfaction,positive
R000053,Streaming,Streamly,email,negative
R000054,Ride Hailing,Swiftly Rides,ease-of-use,neutral
R000055,Fashion,Sable Row,ease-of-use,negative
R000056,Price Comparison,CompareHive,attitude-of-staff,positive
R000057,Groceries,Larkmead Market,ease-of-use,positive
R000058,Fashion,Marbrook,price-value-for-money,negative
R000059,Information Technology,Corvex IT,account-access,neutral
R000060,Price Comparison,CompareHive,general-satisfaction,negative
R000061,Travel Booking,Trippa,app-website,positive
R000062,Travel Booking,Wayfare,speed,negative
R000063,Fashion,Marbrook,app-website,positive
R000064,Travel Booking,Roamly,speed,negative
R000065,Consulting,Castellan Partners,app-website,negative
R000066,Information Technology,Corvex IT,ease-of-use,positive
R000067,Groceries,Oakpan Grocers,price-value-for-money,positive
R000068,Price Comparison,CompareHive,ease-of-use,negative
R000069,Fashion,Marbrook,general-satisfaction,positive
R000070,Price Comparison,Tallywise,price-value-for-money,positive
R000071,Streaming,Streamly,email,negative
R000072,Consulting,Alderline Advisory,account-access,neutral
R000073,Fashion,Vella & Co,app-website,positive
R000074,Ride Hailing,Swiftly Rides,account-access,neutral
R000075,Consulting,Merrow & Pike,speed,negative
R000076,Consulting,Castellan Partners,price-value-for-money,positive
R000077,Price Comparison,Tallywise,attitude-of-staff,negative
R000078,Consulting,Castellan Partners,email,negative
R000079,Trading,Investa,general-satisfaction,positive
R000080,Consulting,Alderline Advisory,discounts-promotions,positive
R000081,Fashion,Vella & Co,general-satisfaction,positive
R000082,Fashion,Vella & Co,general-satisfaction,positive
R000083,Trading,Investa,ease-of-use,positive
R000084,Trading,Investa,app-website,negative
R000085,Streaming,Pinecast,ease-of-use,negative
R000086,Banking,Halden Savings,reviews,negative
R000087,Travel Booking,Wayfare,ease-of-use,positive
R000088,Price Comparison,PricePilot,attitude-of-staff,positive
R000089,Consulting,Castellan Partners,attitude-of-staff,positive
R000090,Price Comparison,CompareHive,phone,positive
R000091,Travel Booking,Roamly,speed,negative
R000092,Streaming,Streamly,price-value-for-money,positive
R000093,Travel Booking,Trippa,general-satisfaction,negative
R000094,Streaming,Streamly,price-value-for-money,positive
R000095,Information Technology,Ardent Systems,reviews,positive
R000096,Fashion,Vella & Co,attitude-of-staff,positive
R000097,Groceries,Oakpan Grocers,app-website,positive
R000098,Fashion,Sable Row,general-satisfaction,positive
R000099,Price Comparison,CompareHive,app-website,negative
R000100,Groceries,Oakpan Grocers,competitor,negative
R000101,Fashion,Northerly,competitor,positive
R000102,Price Comparison,PricePilot,attitude-of-staff,positive
R000103,Fashion,Vella & Co,email,negative
R000104,Fashion,Sable Row,general-satisfaction,negative
R000105,Travel Booking,Trippa,app-website,positive
R000106,Groceries,Freshbury,speed,positive
R000107,Fashion,Vella & Co,app-website,positive
R000108,Travel Booking,Trippa,speed,positive
R000109,Streaming,Pinecast,competitor,negative
R000110,Banking,Vanter Financial,ease-of-use,positive
R000111,Banking,Halden Savings,speed,negative
R000112,Price Comparison,Tallywise,app-website,positive
R000113,Groceries,Larkmead Market,ease-of-use,negative
R000114,Consulting,Castellan Partners,competitor,positive
R000115,Ride Hailing,Zeta Cabs,general-satisfaction,negative
R000116,Price Comparison,CompareHive,app-website,positive
R000117,Travel Booking,Roamly,attitude-of-staff,positive
R000118,Groceries,Oakpan Grocers,app-website,negative
R000119,Travel Booking,Trippa,discounts-promotions,negative
R000120,Groceries,Oakpan Grocers,discounts-promotions,positive
R000121,Groceries,Freshbury,account-access,negative
R000122,Fashion,Northerly,app-website,negative
R000123,Consulting,Merrow & Pike,speed,positive
R000124,Groceries,Freshbury,ease-of-use,positive
R000125,Streaming,Pinecast,ease-of-use,positive
R000126,Ride Hailing,Zeta Cabs,discounts-promotions,positive
R000127,Streaming,Pinecast,email,negative
R000128,Fashion,Northerly,attitude-of-staff,positive
R000129,Information Technology,Bluepath Technologies,ease-of-use,positive
R000130,Travel Booking,Journeo,general-satisfaction,positive
R000131,Ride Hailing,Swiftly Rides,discounts-promotions,positive
R000132,Trading,Quantly,app-website,positive
R000133,Price Comparison,PricePilot,general-satisfaction,positive
R000134,Banking,Halden Savings,phone,negative
R000135,Streaming,Streamly,general-satisfaction,positive
R000136,Travel Booking,Wayfare,reviews,positive
R000137,Fashion,Sable Row,general-satisfaction,positive
R000138,Fashion,Sable Row,competitor,negative
R000139,Banking,Vanter Financial,ease-of-use,positive
R000140,Travel Booking,Trippa,general-satisfaction,positive
R000141,Fashion,Vella & Co,ease-of-use,positive
R000142,Fashion,Northerly,general-satisfaction,positive
R000143,Fashion,Vella & Co,speed,positive
R000144,Price Comparison,PricePilot,phone,positive
R000145,Information Technology,Ardent Systems,attitude-of-staff,positive
R000146,Groceries,Freshbury,app-website,positive
R000147,Price Comparison,PricePilot,phone,negative
R000148,Groceries,Larkmead Market,general-satisfaction,positive
R000149,Streaming,Pinecast,email,negative
R000150,Fashion,Northerly,competitor,positive
R000151,Fashion,Vella & Co,discounts-promotions,positive
R000152,Banking,Kestrel Bank,app-website,neutral
R000153,Streaming,Streamly,email,negative
R000154,Fashion,Northerly,price-value-for-money,positive
R000155,Price Comparison,Tallywise,speed,negative
R000156,Fashion,Marbrook,general-satisfaction,positive
R000157,Consulting,Alderline Advisory,general-satisfaction,positive
R000158,Fashion,Northerly,app-website,positive
R000159,Groceries,Oakpan Grocers,price-value-for-money,positive
R000160,Travel Booking,Journeo,price-value-for-money,positive
R000161,Price Comparison,CompareHive,general-satisfaction,positive
R000162,Trading,Quantly,attitude-of-staff,positive
R000163,Price Comparison,PricePilot,email,negative
R000164,Ride Hailing,Kerbside,discounts-promotions,negative
R000165,Trading,Quantly,general-satisfaction,positive
R000166,Price Comparison,PricePilot,reviews,positive
R000167,Price Comparison,PricePilot,ease-of-use,positive
R000168,Fashion,Marbrook,app-website,positive
R000169,Banking,Northeast Bank,account-access,negative
R000170,Fashion,Marbrook,app-website,negative
R000171,Trading,Investa,ease-of-use,positive
R000172,Fashion,Marbrook,phone,negative
R000173,Streaming,Pinecast,email,negative
R000174,Travel Booking,Journeo,phone,negative
R000175,Ride Hailing,Zeta Cabs,ease-of-use,positive
R000176,Trading,Quantly,attitude-of-staff,negative
R000177,Travel Booking,Roamly,attitude-of-staff,positive
R000178,Groceries,Oakpan Grocers,discounts-promotions,negative
R000179,Travel Booking,Journeo,email,negative
R000180,Banking,Kestrel Bank,app-website,positive
R000181,Banking,Northeast Bank,app-website,positive
R000182,Information Technology,Corvex IT,general-satisfaction,positive
R000183,Consulting,Merrow & Pike,speed,neutral
R000184,Travel Booking,Trippa,app-website,negative
R000185,Trading,Northpeak Trading,general-satisfaction,positive
R000186,Price Comparison,PricePilot,price-value-for-money,positive
R000187,Groceries,Larkmead Market,app-website,positive
R000188,Ride Hailing,Kerbside,discounts-promotions,negative
R000189,Banking,Kestrel Bank,speed,positive
R000190,Groceries,Larkmead Market,general-satisfaction,positive
R000191,Trading,Northpeak Trading,app-website,positive
R000192,Fashion,Northerly,app-website,positive
R000193,Price Comparison,Tallywise,phone,positive
R000194,Information Technology,Corvex IT,account-access,neutral
R000195,Travel Booking,Trippa,general-satisfaction,negative
R000196,Ride Hailing,Zeta Cabs,speed,positive
R000197,Fashion,Marbrook,reviews,negative
R000198,Fashion,Northerly,app-website,negative
R000199,Trading,Quantly,account-access,negative
R000200,Groceries,Larkmead Market,general-satisfaction,positive
R000201,Information Technology,Corvex IT,phone,negative
R000202,Price Comparison,CompareHive,general-satisfaction,negative
R000203,Consulting,Merrow & Pike,discounts-promotions,positive
R000204,Trading,Investa,app-website,positive
R000205,Consulting,Merrow & Pike,ease-of-use,positive
R000206,Groceries,Larkmead Market,general-satisfaction,positive
R000207,Ride Hailing,Zeta Cabs,account-access,neutral
R000208,Groceries,Oakpan Grocers,app-website,negative
R000209,Groceries,Larkmead Market,phone,negative
R000210,Banking,Vanter Financial,email,negative
R000211,Price Comparison,Tallywise,general-satisfaction,positive
R000212,Streaming,Streamly,general-satisfaction,positive
R000213,Banking,Halden Savings,email,negative
R000214,Travel Booking,Wayfare,phone,negative
R000215,Price Comparison,PricePilot,general-satisfaction,positive
R000216,Price Comparison,CompareHive,attitude-of-staff,positive
R000217,Fashion,Marbrook,ease-of-use,positive
R000218,Streaming,Streamly,reviews,negative
R000219,Price Comparison,PricePilot,attitude-of-staff,positive
R000220,Consulting,Alderline Advisory,speed,positive
R000221,Banking,Northeast Bank,email,negative
R000222,Information Technology,Ardent Systems,phone,negative
R000223,Price Comparison,CompareHive,attitude-of-staff,positive
R000224,Price Comparison,PricePilot,discounts-promotions,negative
R000225,Travel Booking,Journeo,email,positive
R000226,Fashion,Vella & Co,general-satisfaction,positive
R000227,Streaming,Pinecast,ease-of-use,positive
R000228,Ride Hailing,Zeta Cabs,discounts-promotions,positive
R000229,Streaming,Lumora,app-website,negative
R000230,Fashion,Sable Row,speed,positive
R000231,Fashion,Vella & Co,app-website,positive
R000232,Groceries,Oakpan Grocers,discounts-promotions,negative
R000233,Streaming,Streamly,app-website,positive
R000234,Banking,Northeast Bank,attitude-of-staff,negative
R000235,Price Comparison,Tallywise,ease-of-use,positive
R000236,Ride Hailing,Kerbside,speed,positive
R000237,Price Comparison,CompareHive,price-value-for-money,positive
R000238,Banking,Northeast Bank,speed,positive
R000239,Price Comparison,Tallywise,account-access,positive
R000240,Consulting,Alderline Advisory,general-satisfaction,positive
R000241,Travel Booking,Journeo,price-value-for-money,positive
R000242,Banking,Kestrel Bank,discounts-promotions,positive
R000243,Ride Hailing,Kerbside,price-value-for-money,negative
R000244,Price Comparison,PricePilot,discounts-promotions,positive
R000245,Fashion,Vella & Co,general-satisfaction,positive
R000246,Fashion,Northerly,competitor,neutral
R000247,Groceries,Freshbury,general-satisfaction,negative
R000248,Banking,Northeast Bank,attitude-of-staff,negative
R000249,Information Technology,Corvex IT,attitude-of-staff,positive
R000250,Banking,Northeast Bank,phone,negative
R000251,Fashion,Northerly,email,negative
R000252,Price Comparison,CompareHive,ease-of-use,positive
R000253,Information Technology,Ardent Systems,phone,negative
R000254,Fashion,Northerly,competitor,positive
R000255,Fashion,Northerly,general-satisfaction,positive
R000256,Trading,Northpeak Trading,phone,negative
R000257,Fashion,Marbrook,ease-of-use,positive
R000258,Information Technology,Ardent Systems,competitor,positive
R000259,Price Comparison,PricePilot,price-value-for-money,positive
R000260,Information Technology,Bluepath Technologies,competitor,positive
R000261,Banking,Vanter Financial,price-value-for-money,positive
R000262,Trading,Northpeak Trading,speed,positive
R000263,Consulting,Alderline Advisory,competitor,positive
R000264,Price Comparison,PricePilot,attitude-of-staff,positive
R000265,Travel Booking,Journeo,general-satisfaction,negative
R000266,Ride Hailing,Swiftly Rides,price-value-for-money,positive
R000267,Price Comparison,PricePilot,price-value-for-money,positive
R000268,Groceries,Oakpan Grocers,speed,negative
R000269,Fashion,Northerly,app-website,positive
R000270,Groceries,Freshbury,speed,neutral
R000271,Groceries,Larkmead Market,reviews,negative
R000272,Streaming,Lumora,ease-of-use,positive
R000273,Banking,Vanter Financial,account-access,negative
R000274,Fashion,Sable Row,price-value-for-money,positive
R000275,Groceries,Larkmead Market,ease-of-use,positive
R000276,Groceries,Oakpan Grocers,speed,negative
R000277,Fashion,Marbrook,general-satisfaction,positive
R000278,Streaming,Pinecast,competitor,negative
R000279,Fashion,Sable Row,speed,positive
R000280,Groceries,Larkmead Market,competitor,positive
R000281,Price Comparison,PricePilot,general-satisfaction,positive
R000282,Price Comparison,PricePilot,competitor,positive
R000283,Trading,Northpeak Trading,ease-of-use,positive
R000284,Banking,Kestrel Bank,speed,positive
R000285,Streaming,Pinecast,phone,negative
R000286,Travel Booking,Roamly,account-access,negative
R000287,Ride Hailing,Kerbside,ease-of-use,negative
R000288,Ride Hailing,Swiftly Rides,account-access,neutral
R000289,Ride Hailing,Zeta Cabs,price-value-for-money,neutral
R000290,Banking,Halden Savings,competitor,positive
R000291,Information Technology,Bluepath Technologies,attitude-of-staff,positive
R000292,Information Technology,Ardent Systems,competitor,positive
R000293,Fashion,Northerly,ease-of-use,positive
R000294,Fashion,Sable Row,app-website,positive
R000295,Fashion,Marbrook,general-satisfaction,negative
R000296,Consulting,Castellan Partners,speed,negative
R000297,Banking,Kestrel Bank,ease-of-use,positive
R000298,Trading,Investa,ease-of-use,positive
R000299,Groceries,Freshbury,ease-of-use,positive
R000300,Consulting,Castellan Partners,general-satisfaction,positive
R000301,Travel Booking,Wayfare,general-satisfaction,positive
R000302,Groceries,Larkmead Market,general-satisfaction,negative
R000303,Information Technology,Ardent Systems,app-website,neutral
R000304,Fashion,Northerly,general-satisfaction,positive
R000305,Ride Hailing,Kerbside,competitor,negative
R000306,Streaming,Lumora,email,negative
R000307,Trading,Quantly,reviews,negative
R000308,Fashion,Sable Row,competitor,positive
R000309,Fashion,Vella & Co,phone,positive
R000310,Consulting,Alderline Advisory,general-satisfaction,negative
R000311,Groceries,Oakpan Grocers,ease-of-use,positive
R000312,Streaming,Pinecast,reviews,positive
R000313,Price Comparison,CompareHive,attitude-of-staff,positive
R000314,Streaming,Pinecast,email,negative
R000315,Fashion,Northerly,discounts-promotions,negative
R000316,Travel Booking,Journeo,email,negative
R000317,Travel Booking,Trippa,reviews,positive
R000318,Fashion,Northerly,app-website,negative
R000319,Streaming,Pinecast,phone,negative
R000320,Consulting,Merrow & Pike,speed,positive
R000321,Price Comparison,PricePilot,email,positive
R000322,Banking,Kestrel Bank,ease-of-use,positive
R000323,Consulting,Alderline Advisory,app-website,neutral
R000324,Ride Hailing,Swiftly Rides,general-satisfaction,negative
R000325,Groceries,Oakpan Grocers,general-satisfaction,positive
R000326,Fashion,Northerly,general-satisfaction,positive
R000327,Fashion,Northerly,ease-of-use,positive
R000328,Price Comparison,PricePilot,price-value-for-money,positive
R000329,Ride Hailing,Swiftly Rides,email,negative
R000330,Streaming,Streamly,email,negative
R000331,Banking,Halden Savings,general-satisfaction,positive
R000332,Consulting,Alderline Advisory,attitude-of-staff,positive
R000333,Travel Booking,Wayfare,ease-of-use,positive
R000334,Information Technology,Corvex IT,competitor,positive
R000335,Fashion,Northerly,ease-of-use,positive
R000336,Ride Hailing,Kerbside,phone,negative
R000337,Fashion,Vella & Co,reviews,negative
R000338,Travel Booking,Trippa,discounts-promotions,negative
R000339,Banking,Northeast Bank,discounts-promotions,positive
R000340,Consulting,Castellan Partners,account-access,neutral
R000341,Fashion,Northerly,reviews,negative
R000342,Price Comparison,CompareHive,ease-of-use,positive
R000343,Consulting,Castellan Partners,price-value-for-money,positive
R000344,Trading,Quantly,app-website,negative
R000345,Price Comparison,CompareHive,speed,positive
R000346,Consulting,Castellan Partners,discounts-promotions,positive
R000347,Price Comparison,Tallywise,price-value-for-money,positive
R000348,Price Comparison,Tallywise,app-website,negative
R000349,Groceries,Larkmead Market,reviews,negative
R000350,Groceries,Oakpan Grocers,speed,negative
R000351,Streaming,Pinecast,ease-of-use,positive
R000352,Banking,Kestrel Bank,account-access,neutral
R000353,Streaming,Lumora,general-satisfaction,negative
R000354,Groceries,Freshbury,speed,negative
R000355,Trading,Northpeak Trading,ease-of-use,positive
R000356,Banking,Halden Savings,discounts-promotions,negative
R000357,Trading,Northpeak Trading,speed,negative
R000358,Fashion,Marbrook,ease-of-use,positive
R000359,Price Comparison,PricePilot,attitude-of-staff,positive
R000360,Fashion,Sable Row,app-website,positive
R000361,Streaming,Pinecast,ease-of-use,positive
R000362,Price Comparison,PricePilot,attitude-of-staff,positive
R000363,Travel Booking,Wayfare,general-satisfaction,positive
R000364,Consulting,Castellan Partners,price-value-for-money,positive
R000365,Streaming,Pinecast,phone,negative
R000366,Trading,Investa,reviews,positive
R000367,Price Comparison,Tallywise,speed,positive
R000368,Consulting,Merrow & Pike,speed,positive
R000369,Travel Booking,Wayfare,discounts-promotions,negative
R000370,Groceries,Freshbury,ease-of-use,positive
R000371,Fashion,Northerly,speed,positive
R000372,Fashion,Marbrook,general-satisfaction,positive
R000373,Streaming,Lumora,phone,negative
R000374,Consulting,Castellan Partners,ease-of-use,positive
R000375,Banking,Kestrel Bank,app-website,positive
R000376,Ride Hailing,Zeta Cabs,app-website,negative
R000377,Price Comparison,CompareHive,account-access,negative
R000378,Groceries,Oakpan Grocers,ease-of-use,positive
R000379,Information Technology,Ardent Systems,email,negative
R000380,Groceries,Freshbury,app-website,negative
R000381,Streaming,Pinecast,email,negative
R000382,Fashion,Vella & Co,account-access,negative
R000383,Information Technology,Ardent Systems,attitude-of-staff,positive
R000384,Fashion,Northerly,general-satisfaction,positive
R000385,Travel Booking,Roamly,app-website,positive
R000386,Travel Booking,Wayfare,attitude-of-staff,positive
R000387,Streaming,Streamly,speed,positive
R000388,Fashion,Marbrook,general-satisfaction,positive
R000389,Streaming,Streamly,speed,positive
R000390,Price Comparison,Tallywise,phone,negative
R000391,Ride Hailing,Kerbside,attitude-of-staff,negative
R000392,Fashion,Sable Row,general-satisfaction,negative
R000393,Consulting,Merrow & Pike,ease-of-use,positive
R000394,Banking,Kestrel Bank,ease-of-use,positive
R000395,Streaming,Pinecast,phone,positive
R000396,Fashion,Northerly,general-satisfaction,positive
R000397,Groceries,Freshbury,discounts-promotions,positive
R000398,Travel Booking,Roamly,general-satisfaction,positive
R000399,Streaming,Streamly,app-website,neutral
R000400,Information Technology,Bluepath Technologies,reviews,negative
R000401,Banking,Vanter Financial,email,positive
R000402,Streaming,Pinecast,attitude-of-staff,negative
R000403,Fashion,Sable Row,general-satisfaction,negative
R000404,Banking,Northeast Bank,email,positive
R000405,Price Comparison,CompareHive,general-satisfaction,positive
R000406,Streaming,Pinecast,attitude-of-staff,negative
R000407,Groceries,Oakpan Grocers,speed,positive
R000408,Consulting,Alderline Advisory,ease-of-use,positive
R000409,Banking,Kestrel Bank,phone,negative
R000410,Streaming,Pinecast,email,negative
R000411,Fashion,Sable Row,app-website,positive
R000412,Streaming,Pinecast,ease-of-use,positive
R000413,Information Technology,Bluepath Technologies,email,negative
R000414,Trading,Investa,general-satisfaction,positive
R000415,Travel Booking,Trippa,general-satisfaction,negative
R000416,Fashion,Marbrook,app-website,positive
R000417,Travel Booking,Trippa,ease-of-use,positive
R000418,Fashion,Northerly,general-satisfaction,positive
R000419,Ride Hailing,Swiftly Rides,discounts-promotions,negative
R000420,Information Technology,Corvex IT,speed,negative
R000421,Price Comparison,PricePilot,attitude-of-staff,positive
R000422,Consulting,Alderline Advisory,attitude-of-staff,positive
R000423,Streaming,Streamly,email,negative
R000424,Streaming,Lumora,attitude-of-staff,positive
R000425,Streaming,Pinecast,ease-of-use,negative
R000426,Information Technology,Ardent Systems,price-value-for-money,positive
R000427,Price Comparison,CompareHive,competitor,positive
R000428,Trading,Investa,general-satisfaction,positive
R000429,Fashion,Vella & Co,discounts-promotions,positive
R000430,Travel Booking,Wayfare,phone,positive
R000431,Ride Hailing,Kerbside,general-satisfaction,negative
R000432,Trading,Quantly,app-website,positive
R000433,Consulting,Alderline Advisory,general-satisfaction,positive
R000434,Fashion,Vella & Co,speed,positive
R000435,Trading,Investa,app-website,positive
R000436,Ride Hailing,Zeta Cabs,account-access,negative
R000437,Fashion,Marbrook,app-website,positive
R000438,Groceries,Oakpan Grocers,phone,negative
R000439,Fashion,Marbrook,reviews,positive
R000440,Price Comparison,CompareHive,ease-of-use,positive
R000441,Streaming,Pinecast,competitor,negative
R000442,Streaming,Streamly,email,negative
R000443,Fashion,Vella & Co,general-satisfaction,positive
R000444,Groceries,Freshbury,general-satisfaction,negative
R000445,Trading,Investa,price-value-for-money,negative
R000446,Price Comparison,Tallywise,general-satisfaction,negative
R000447,Groceries,Oakpan Grocers,general-satisfaction,positive
R000448,Streaming,Streamly,speed,positive
R000449,Travel Booking,Wayfare,app-website,positive
R000450,Trading,Investa,app-website,positive
R000451,Price Comparison,CompareHive,price-value-for-money,positive
R000452,Groceries,Freshbury,speed,negative
R000453,Information Technology,Bluepath Technologies,speed,negative
R000454,Fashion,Sable Row,app-website,positive
R000455,Information Technology,Ardent Systems,discounts-promotions,negative
R000456,Banking,Halden Savings,phone,negative
R000457,Banking,Halden Savings,competitor,positive
R000458,Information Technology,Bluepath Technologies,account-access,neutral
R000459,Groceries,Freshbury,ease-of-use,positive
R000460,Streaming,Streamly,email,positive
R000461,Fashion,Marbrook,competitor,positive
R000462,Fashion,Sable Row,price-value-for-money,positive
R000463,Travel Booking,Wayfare,general-satisfaction,positive
R000464,Streaming,Streamly,speed,negative
R000465,Travel Booking,Trippa,price-value-for-money,positive
R000466,Ride Hailing,Swiftly Rides,reviews,positive
R000467,Travel Booking,Trippa,general-satisfaction,negative
R000468,Price Comparison,CompareHive,discounts-promotions,positive
R000469,Fashion,Marbrook,general-satisfaction,positive
R000470,Travel Booking,Wayfare,attitude-of-staff,negative
R000471,Consulting,Merrow & Pike,account-access,negative
R000472,Streaming,Lumora,attitude-of-staff,positive
R000473,Fashion,Vella & Co,competitor,positive
R000474,Groceries,Oakpan Grocers,ease-of-use,negative
R000475,Fashion,Northerly,general-satisfaction,positive
R000476,Consulting,Alderline Advisory,speed,positive
R000477,Trading,Investa,ease-of-use,positive
R000478,Streaming,Streamly,speed,negative
R000479,Fashion,Vella & Co,general-satisfaction,positive
R000480,Consulting,Castellan Partners,price-value-for-money,positive
R000481,Banking,Halden Savings,email,negative
R000482,Trading,Investa,general-satisfaction,positive
R000483,Information Technology,Ardent Systems,app-website,positive
R000484,Information Technology,Bluepath Technologies,ease-of-use,positive
R000485,Ride Hailing,Kerbside,general-satisfaction,positive
R000486,Information Technology,Ardent Systems,attitude-of-staff,negative
R000487,Fashion,Vella & Co,speed,positive
R000488,Streaming,Pinecast,email,negative
R000489,Fashion,Vella & Co,price-value-for-money,positive
R000490,Banking,Halden Savings,competitor,positive
R000491,Information Technology,Ardent Systems,competitor,negative
R000492,Consulting,Alderline Advisory,phone,positive
R000493,Trading,Quantly,app-website,positive
R000494,Ride Hailing,Swiftly Rides,phone,negative
R000495,Trading,Investa,ease-of-use,positive
R000496,Price Comparison,CompareHive,email,positive
R000497,Trading,Northpeak Trading,reviews,negative
R000498,Banking,Kestrel Bank,phone,negative
R000499,Price Comparison,CompareHive,reviews,positive
R000500,Consulting,Merrow & Pike,reviews,negative
R000501,Information Technology,Bluepath Technologies,general-satisfaction,positive
R000502,Banking,Kestrel Bank,general-satisfaction,positive
R000503,Groceries,Freshbury,app-website,positive
R000504,Banking,Kestrel Bank,price-value-for-money,negative
R000505,Information Technology,Bluepath Technologies,reviews,negative
R000506,Streaming,Pinecast,attitude-of-staff,positive
R000507,Price Comparison,PricePilot,competitor,positive
R000508,Price Comparison,PricePilot,speed,positive
R000509,Fashion,Vella & Co,account-access,negative
R000510,Streaming,Streamly,competitor,positive
R000511,Travel Booking,Roamly,price-value-for-money,positive
R000512,Fashion,Marbrook,app-website,positive
R000513,Price Comparison,CompareHive,app-website,positive
R000514,Streaming,Streamly,email,negative
R000515,Price Comparison,PricePilot,price-value-for-money,positive
R000516,Information Technology,Bluepath Technologies,ease-of-use,negative
R000517,Price Comparison,PricePilot,reviews,negative
R000518,Ride Hailing,Swiftly Rides,price-value-for-money,negative
R000519,Consulting,Castellan Partners,account-access,negative
R000520,Fashion,Vella & Co,phone,negative
R000521,Groceries,Oakpan Grocers,speed,positive
R000522,Information Technology,Corvex IT,competitor,positive
R000523,Groceries,Oakpan Grocers,reviews,negative
R000524,Travel Booking,Wayfare,discounts-promotions,negative
R000525,Banking,Halden Savings,discounts-promotions,negative
R000526,Price Comparison,PricePilot,general-satisfaction,positive
R000527,Travel Booking,Trippa,general-satisfaction,positive
R000528,Consulting,Alderline Advisory,price-value-for-money,positive
R000529,Information Technology,Ardent Systems,competitor,positive
R000530,Price Comparison,CompareHive,price-value-for-money,positive
R000531,Groceries,Freshbury,reviews,neutral
R000532,Streaming,Lumora,account-access,negative
R000533,Streaming,Streamly,email,negative
R000534,Travel Booking,Trippa,discounts-promotions,negative
R000535,Trading,Quantly,general-satisfaction,positive
R000536,Streaming,Streamly,general-satisfaction,negative
R000537,Price Comparison,CompareHive,app-website,positive
R000538,Information Technology,Ardent Systems,phone,negative
R000539,Fashion,Sable Row,general-satisfaction,positive
R000540,Price Comparison,Tallywise,price-value-for-money,positive
R000541,Consulting,Alderline Advisory,general-satisfaction,positive
R000542,Price Comparison,Tallywise,ease-of-use,positive
R000543,Ride Hailing,Kerbside,price-value-for-money,neutral
R000544,Price Comparison,PricePilot,app-website,positive
R000545,Price Comparison,Tallywise,speed,positive
R000546,Ride Hailing,Swiftly Rides,phone,positive
R000547,Banking,Vanter Financial,competitor,positive
R000548,Banking,Kestrel Bank,speed,positive
R000549,Banking,Northeast Bank,speed,positive
R000550,Travel Booking,Trippa,discounts-promotions,positive
R000551,Ride Hailing,Kerbside,email,negative
R000552,Price Comparison,CompareHive,general-satisfaction,positive
R000553,Travel Booking,Trippa,general-satisfaction,positive
R000554,Fashion,Vella & Co,attitude-of-staff,positive
R000555,Consulting,Alderline Advisory,speed,positive
R000556,Fashion,Northerly,ease-of-use,positive
R000557,Information Technology,Corvex IT,phone,negative
R000558,Streaming,Pinecast,phone,negative
